0,"@supudo Thanks! Yes, I need to update my blog but have been sick for a few days. "
0,@bydesign76 poor amy  it's not running. at all. ...and it's super expensive to fix. Suck.
0,Iphone still in process 
0,my nose hurts more than a nose should. boo to hayfever 
0,@riseagainst I was really hoping to see you guys tonigh  sucks i have to work.... anyways rock on tonight!!
0,"Hey, hello and good morning! I'm back in the states and back in the office, which makes me so sad "
0,"@amandapalmer is playing tonight in LA and i won't be able to go   sad, sad, sad..."
0,eek must loose baby weight!!!!!! NO clothes to wear at all 
0,@mcawilliams wow... mine's only worth $493 
0,Is it possible 2 be bored on ur 1st day of ur holidays!!! ?? 
0,"when iam in boredom, my fellas called me and.. they are in gathering and doing singing together, i cant join them now "
0,I don't want saturday to come 
0,@iambigbusiness  I ended up in bed at 3am lol  Maybe i shoulda stayed!
0,Good Thursday Morning! I'm still sleepy but can't sleep anymore.  
0,is controlling the stress of moving house....I don't want to unpack now I've packed 
0,Im so weak. Prolly the cause of losing alot of blood last night.  - http://tweet.sg
0,@EATerrell 
0,@schweethart damn I won't be able to go 
0,@littlefroggypie Not realleh. :-j But they never mentioned anything about classes being suspended. ;) How's school lonely? 
0,My dentist hurts me   I knew it. Why did I went to her?
0,is going to work midnight shift despite having food poisoning  - http://tweet.sg
0,is working and fretting that her hubby is going back to the homelands for 2 weeks - who will look after me? 
0,"Got to give my blackberry back next week, meaning no mobile tweets  Need a wap enabled phone with sim on pay as you go &amp; cheap mb's"
0,Going back to NJ today.  
0,i wanna cry again.. my hampster died in my hands last nite. ILY Brooke  R.I.P. cryin pain away
0,arghh i really don't feel like working. 
0,@shaunvause Poor donkey  ;-)
0,i only had 6 hours of sleep 
0,whatt 38.6 celcius degrees? hhh 
0,@EdLeanza wish I were there 
0,still waiting on shipping confirmation from AT&amp;T Premier for my iPhone 3GS 
0,Can't wait until Sunday's USA vs BRA rematch.  Sad that I'll be at a baptism ceremony during the second half of the game. 
0,Can't sleep in cars 
0,nooooo skool ended n i wont c all my friends  I miss dem soooo much. on da brite side my sis is here from florida n I got a hair cut!!!
0,Going into school soon to empty my locker and hand in my form for new york =/  i want to do something fun! 
0,Has a longgggg day instore. Not alot of twittering 
0,I'm getting tired of this.  Make me happy...
0,@clouddancefest I can't see it 
0,Without you in my Tuenti... 
0,Found out that my ex boss passed away last night &amp; now radio 1 are playing Coldplay Fix you! I may cry!! 
0,"@green_eyed_guy who does!  I thought becoming an ACMT sous help, but nothing so far "
0,@kimshahan isn't following me? And I thought we were friends 
0,@la_france I don't want too. If she cuts too much I will cry  I'm donating it towards the end of the year though so that's 10 inches off!
0,Aaawww my baby sis graduates to middle school 2day...they grow so fast!!! 
0,"pondering, &quot;why am i up this early&quot; /  is it because when i sleep, i dream, i hate dreaming    .."
0,@Kraff yo. I've been saying this. I can TOTALLY do their urban marketing ... their marketing period ... sigh 
0,I had a wonderful dream *__*  But I dont dreamed finish...I want to know the end of my dream.. 
0,"@gloriantes mum might let me use AIM express to talk tomorrow,but other than that I can't once dad's back the day after. I'm Sorry, love. "
0,back from the Virgin Islands 
0,Still need some touch-up on the Austrian Fritzl case. Will only be able to post it on Sunday. 
0,rainnnyy dayyy  with @carlyrenee what eles is newww trying to pass our permitss hahahah
0,dang! its 6:40...I over slept!... y didn't yall wake me up  ... I got 20 mins 2 get dress'd &amp; b  @ skoo... ugh!
0,"im bored, off school gettting hair done wheyhey guuyss..  now i need to go get ready for spray tan.. scaryy stuffff   â™¥xx"
0,"@AboutThisLater HOPING IT WAS EVERYTHING YOU EVER DREAMED OF, AND MORE! Sorry I couldn't make it. "
0,@officialmgnfox I'm so sorry to hear about your loss. May he indeed rest in peace. 
0,It's not organized here. I feel aimless and I hate feeling like this. Not to mention that work was fun because of the ppl I worked with. 
0,Had so much fun last night with @squidallen and is not ready for her to leave tomorrow 
0,"apparently my updates from yesterday wont show on my profile page, which really bothers me "
0,Was suppose to sleep in but too many things on my mind to do 
0,So very tired 
0,@joemarsip actually  it's my new tweet joe (what should i call you ? dad ? grandpa ?) my old one is proabably suspended 
0,"@carlsalazar HELL NO. ME NO WANT THAT TO HAPPEN.  Ohcomeon, it's only one Friday? Can't they be any kinder to us? ;) Well now.."
0,@MissBella01 awwww yipppy lol.. im super scared to go thru this birth thing 
0,@avinash_varma for us it has become part of everyday life  .... avi..today...dont forget to bring your bag ;)
0, re-bandaged &amp; back to the regular vet tomorrow to fix their mistake. inner tie has come loose to create internal bleeding that is leaking
0,@decorus aww  that sucks
0,I'll be back at work really soon  that will be a hard day.
0,"@P0150N0U5F15H unless the Iranians have a REAL revolution, the Ayatollah is in charge no matter who is president "
0,@officialmgnfox  sorry about ur pretty kitty
0,@loopyginee too true 
0,Gotto sleep early .. tomorrow got 9am conf call  Soooooo early!
0,Overslept. Not a good way to start the day 
0,Yawning hurts...Ouch 
0,@ilaam I'm going through Heroes withdrawal as well   Miss it a lot.
0,"can't add my #Facebook account within #Tweetdeck, the button doesn't work and nothing pops up when adding the Facebook column "
0,@juicycoiffure i need to get my hair done asap- wish you lived nearby  http://myloc.me/5AvM
0,@Needo93 yeah mate 
0,@Heggerz wish mine would 
0,"@faustxklo Ooops, I actually meant back to my apartment home "
0,Got through to kdwb for jonas meet and greets...had to guess a number....didn't guess right 
0,"setting up a shiney new 24&quot; iMac, unfortunately not for me to use...only administer "
